"id","name","readonly","readwrite","requirement"
"DGDP__m","dGDP","","x","x"
"DGMP__m","dGMP","","x","x"
"dGpdGp__m","dGp-dGp","","x","x"
"DGTP__m","dGTP","","x","x"
"DHA__m","Dihydroxyacetone","","x","x"
"DHdT__m","5,6-dihydro-2'-deoxythymidine","","x","x"
"DHdTMP__m","5,6-dihydro-2'-deoxythymidine monophosphate","","x","x"
"DHdU__m","5,6-dihydroxy-2'-deoxyuridine","","x","x"
"DHdUMP__m","5,6-dihydroxy-2'-deoxyuridine monophosphate","","x","x"
"DHF__m","dihydrofolate","","x","x"
"dhpdU__m","5'-dihydroxypentyl-2'-deoxyuridine","","x","x"
"dhpdUMP__m","5'-dihydroxypentyl-2'-deoxyuridine monophosphate","","x","x"
"diacylglycerolCys__m","S-diacylglycerol cysteine ","","x","x"
"DIBUTYRIN__m","dibutyrin","","x","x"
"dINS__m","2'-deoxyinosine","","x","x"
"dINSMP__m","2'-deoxyinosine monophosphate","","x","x"
"DMBA__m","dimethylbenzyl alcohol","","x","x"
"doxorubicin__m","Doxorubicin","","x","x"
"DPCOA__m","dephospho-CoA","","x","x"
"DPG__m","3-Phospho-D-glyceroyl phosphate","","x","x"
"DR1P__m","2-Deoxy-D-ribose 1-phosphate","","x","x"
"DR5P__m","2-Deoxy-D-ribose 5-phosphate","","x","x"
"DT__m","thymidine","","x","x"
"dT64dC__m","2'-deoxythymidine-[6,4]-2'-deoxycytidine","","x","x"
"dT64dC_dewar__m","2'-deoxythymidine-[6,4]-2'-deoxycytidine dewar product","","x","x"
"dT64dT__m","2'-deoxythymidine-[6,4]-2'-deoxythymidine","","x","x"
"dT64dT_dewar__m","2'-deoxythymidine-[6,4]-2'-deoxythymidine dewar product","","x","x"
"DTDP__m","dTDP","","x","x"
"DTMP__m","dTMP","","x","x"
"dTMP64dCMP__m","2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate","","x","x"
"dTMP64dCMP_dewar__m","2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate dewar product","","x","x"
"dTMP64dTMP__m","2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate","","x","x"
"dTMP64dTMP_dewar__m","2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate dewar product","","x","x"
"dTMP_GLYC__m","2'-deoxythymidine monophosphate glycol","","x","x"
"dTpdTp__m","dTp-dTp","","x","x"
"DTTP__m","dTTP","","x","x"
"dT_GLYC__m","2'-deoxythymidine glycol","","x","x"
"DU__m","deoxyuridine","","x","x"
"DUDP__m","dUDP","","x","x"
"DUMP__m","dUMP","","x","x"
"DUTP__m","dUTP","","x","x"
"dXAN__m","2'-deoxyxanthosine","","x","x"
"dXANMP__m","2'-deoxyxanthosine monophosphate","","x","x"
"e1dA__m","1-ethyl-2'-deoxyadenosine","","x","x"
"e1dAMP__m","1-ethyl-2'-deoxyadenosine monophosphate","","x","x"
"e1dG__m","1-ethyl-2'-deoxyguanosine","","x","x"
"e1dGMP__m","1-ethyl-2'-deoxyguanosine monophosphate","","x","x"
"e3dA__m","3-ethyl-2'-deoxyadenosine","","x","x"
"e3dAMP__m","3-ethyl-2'-deoxyadenosine monophosphate","","x","x"
"e3dC__m","3-ethyl-2'-deoxycytidine","","x","x"
"e3dCMP__m","3-ethyl-2'-deoxycytidine monophosphate","","x","x"
"e3dG__m","3-ethyl-2'-deoxyguanosine","","x","x"
"e3dGMP__m","3-ethyl-2'-deoxyguanosine monophosphate","","x","x"
"e3dT__m","3'-ethyl-2'-deoxythymidine","","x","x"
"e3dTMP__m","3'-ethyl-2'-deoxythymidine monophosphate","","x","x"
"e4dC__m","4-ethyl-2'-deoxycytidine","","x","x"
"e4dCMP__m","4-ethyl-2'-deoxycytidine monophosphate","","x","x"
"E4P__m","D-Erythrose 4-phosphate","","x","x"
"e5dC__m","5-ethyl-2'-deoxycytidine","","x","x"
"e5dCMP__m","5-ethyl-2'-deoxycytidine monophosphate","","x","x"
"e6dA__m","6-ethyl-2'-deoxyadenosine","","x","x"
"e6dAMP__m","6-ethyl-2'-deoxyadenosine monophosphate","","x","x"
"e7dA__m","7-ethyl-2'-deoxyadenosine","","x","x"
"e7dAMP__m","7-ethyl-2'-deoxyadenosine monophosphate","","x","x"
"e7dG__m","7-ethyl-2'-deoxyguanosine","","x","x"
"e7dGMP__m","7-ethyl-2'-deoxyguanosine monophosphate","","x","x"
"e8dG__m","8-ethyl-2'-deoxyguanosine","","x","x"
"e8dGMP__m","8-ethyl-2'-deoxyguanosine monophosphate","","x","x"
"enoxacin__m","Enoxacin","","x","x"
"epsilon1N2dG__m","1,N2-etheno-2'-deoxyguanosine","","x","x"
"epsilon1N2dGMP__m","1,N2-etheno-2'-deoxyguanosine monophosphate","","x","x"
"epsilon1N6dA__m","1,N6-etheno-2'-deoxyadenosine","","x","x"
"epsilon1N6dAMP__m","1,N6-etheno-2'-deoxyadenosine monophosphate","","x","x"
"epsilon3N4dC__m","3,N4-etheno-2'-deoxycytidine","","x","x"
"epsilon3N4dCMP__m","3,N4-etheno-2'-deoxycytidine monophosphate","","x","x"
"epsilonN23dG__m","N2,3-etheno-2'-deoxyguanosine","","x","x"
"epsilonN23dGMP__m","N2,3-etheno-2'-deoxyguanosine monophosphate","","x","x"
"ethidium__m","Ethidium","","x","x"
"ETN__m","ethanolamine","","x","x"
"F1P__m","D-Fructose 1-phosphate","","x","x"
"f5dU__m","5-formyl-2'-deoxyuridine","","x","x"
"f5dUMP__m","5-formyl-2'-deoxyuridine monophosphate","","x","x"
"F6P__m","D-Fructose 6-phosphate","","x","x"
"FAD__m","flavin adenine dinucleotide, oxidized","","x","x"
"FADH2__m","flavin adenine dinucleotide, reduced","","x","x"
"FALD__m","formaldehyde","","x","x"
"FAPydA__m","N4-(2-Deoxy-alpha,beta-D-erythro-pentofuranosyl)-4,6-diamino-5-formamidopyrimidine","","x","x"
"FAPydAMP__m","N4-(2-Deoxy-alpha,beta-D-erythro-pentofuranosyl)-4,6-diamino-5-formamidopyrimidine monophosphate","","x","x"
"FAPydG__m","N6-(2-Deoxy-α,β-d-erythro-pentofuranosyl)-2,6-diamino-4-hydroxy-5-formamidopyrimidine","","x","x"
"FAPydGMP__m","N6-(2-Deoxy-α,β-d-erythro-pentofuranosyl)-2,6-diamino-4-hydroxy-5-formamidopyrimidine monophosphate","","x","x"
"FDP__m","D-Fructose 1,6-bisphosphate","","x","x"
"FE2__m","ferrous iron","","x","x"
"FE3__m","ferric iron","","x","x"
"FMET__m","N-Formyl-L-methionine","","x","x"
"FMN__m","flavin mononucleotide, oxidized","","x","x"
"FMNH2__m","flavin mononucleotide, reduced","","x","x"
"FOR__m","Formate","","x","x"
"FRU__m","D-Fructose","","x","x"
"FTHF10__m","10-formyl-tetrahydrofolate","","x","x"
"FTHF5__m","5-formyltetrahydrofolate","","x","x"
"FUC1P__m","L-fucose 1-phosphate","","x","x"
"G1P__m","D-Glucose 1-phosphate","","x","x"
"G23CMP__m","2',3'-Cyclic GMP","","x","x"
"G2P__m","D-Glycerate 2-phosphate","","x","x"
"G3MP__m","3'-GMP","","x","x"
"G3P__m","3-Phospho-D-glycerate","","x","x"
"G6P__m","D-Glucose 6-phosphate","","x","x"
"GalCer16__m","galactosyl-β-Ceramide (d18:1/16:0)","","x","x"
"GalDAG160__m","galactosyl-β-diacylglycerol(16:0/16:1(9Z))","","x","x"
"GalDAG161__m","galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))","","x","x"
"GalDAG181__m","galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))","","x","x"
"GalGalCer16__m","galactosyl-α1-4-galactosyl-β-Ceramide (d18:1/16:0)","","x","x"
"GalGalDAG160__m","galactosyl-α1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))","","x","x"
"GalGalDAG161__m","galactosyl-α1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))","","x","x"
"GalGalDAG181__m","galactosyl-α1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))","","x","x"
"GalGalGalDAG160__m","galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))","","x","x"
"GalGalGalDAG161__m","galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))","","x","x"
"GalGalGalDAG181__m","galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))","","x","x"
"GalGalGlcCer16__m","galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-Ceramide (d18:1/16:0)","","x","x"
"GalGalGlcDAG160__m","galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))","","x","x"
"GalGalGlcDAG161__m","galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))","","x","x"
"GalGalGlcDAG181__m","galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))","","x","x"
"GalGlcCer16__m","galactosyl-β1-4-glucosyl-β-Ceramide (d18:1/16:0)","","x","x"
"GalGlcDAG160__m","galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))","","x","x"
"GalGlcDAG161__m","galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))","","x","x"
"GalGlcDAG181__m","galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))","","x","x"
"GDP__m","GDP","","x","x"
"GDPTP__m","Guanosine 3'-diphosphate 5'-triphosphate","","x","x"
"GL__m","glycerol","","x","x"
"GL2P__m","Glycerol 2-phosphate","","x","x"
"GL3P__m","Glycerol 3-phosphate","","x","x"
"GLC__m","D-Glucose","","x","x"
"GlcCer16__m","glucosyl-β-Ceramide (d18:1/16:0)","","x","x"
"GlcDAG160__m","glucosyl-β-diacylglycerol(16:0/16:1(9Z))","","x","x"
"GlcDAG161__m","glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))","","x","x"
"GlcDAG181__m","glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))","","x","x"
"GlcGalCer16__m","glucosyl-β1-4-galactosyl-β-Ceramide (d18:1/16:0)","","x","x"
"GlcGalDAG160__m","glucosyl-β1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))","","x","x"
"GlcGalDAG161__m","glucosyl-β1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))","","x","x"
"GlcGalDAG181__m","glucosyl-β1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))","","x","x"
"GlcGalGalDAG160__m","glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))","","x","x"
"GlcGalGalDAG161__m","glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))","","x","x"
"GlcGalGalDAG181__m","glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))","","x","x"
"GlcGalGlcDAG160__m","glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))","","x","x"
"GlcGalGlcDAG161__m","glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))","","x","x"
"GlcGalGlcDAG181__m","glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))","","x","x"
"GlcGlcDAG160__m","glucosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))","","x","x"
"GlcGlcDAG161__m","glucosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))","","x","x"
"GlcGlcDAG181__m","glucosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))","","x","x"
"GlcGlcGlcDAG160__m","glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))","","x","x"
"GlcGlcGlcDAG161__m","glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))","","x","x"
"GlcGlcGlcDAG181__m","glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))","","x","x"
"glchm5dC__m","beta-D-glucosylhydroxymethyl-2'-deoxycytidine","","x","x"
"glchm5dCMP__m","beta-D-glucosylhydroxymethyl-2'-deoxycytidine monophosphate","","x","x"
"glchm5dU__m","beta-D-glucosylhydroxymethyl-2'-deoxyuridine","","x","x"
"glchm5dUMP__m","beta-D-glucosylhydroxymethyl-2'-deoxyuridine monophosphate","","x","x"
"GLN__m","L-glutamine","","x","x"
"GlnGln__m","L-glutaminyl-L-glutamine","","x","x"
"GLU__m","L-Glutamate","","x","x"
"gludT__m","a-glutamyl-2'-deoxythymidine","","x","x"
"gludTMP__m","a-glutamyl-2'-deoxythymidine monophosphate","","x","x"
"GluGlu__m","L-glutamyl-L-glutamic acid","","x","x"
"GLY__m","glycine","","x","x"
"GlyGly__m","L-glycyl-L-glycine","","x","x"
"Gm__m","2'-O-methylguanosine","","x","x"
"GmMP__m","2'-O-methylguanosine monophosphate","","x","x"
"GMP__m","GMP","","x","x"
"GMP_Lysine__m","GMP-lysine","","x","x"
"GMP_Mor__m","GMP-morpholidate","","x","x"
"GN__m","guanine","","x","x"
"GPCH__m","sn-Glycero-3-phosphocholine","","x","x"
"GPE__m","sn-Glycero-3-phosphoethanolamine","","x","x"
"GPG__m","Glycerophosphoglycerol","","x","x"
"GPI__m","sn-Glycero-3-phospho-1-inositol","","x","x"
"GPS__m","Glycerophosphoserine","","x","x"
"GSN__m","guanosine","","x","x"
"GTP__m","GTP","","x","x"
"H__m","hydrogen ion","","x","x"
"H2O__m","water","","x","x"
"H2O2__m","hydrogen peroxide","","x","x"
"HCYS__m","L-homocysteine","","x","x"
"HDCA__m","Hexadecanoate (n-C16:0)","","x","x"
"HDCEA__m","Hexadecenoate (n-C16:1)","","x","x"
"HDECEG3P__m","1-hexadecanoyl-sn-glycerol 3-phosphate","","x","x"
"HDECG3P__m","1-hexadec-9-enoyl-sn-glycerol 3-phosphate","","x","x"
"HIS__m","L-Histidine","","x","x"
"HisHis__m","L-histidyl-L-histidine","","x","x"
"hm3dC__m","3'-hydroxymethyl-2'-deoxycytidine","","x","x"
"hm3dCMP__m","3'-hydroxymethyl-2'-deoxycytidine monophosphate","","x","x"
"hm5dC__m","5'-hydroxymethyl-2'-deoxycytidine","","x","x"
"hm5dCMP__m","5'-hydroxymethyl-2'-deoxycytidine monophosphate","","x","x"
"hm5dU__m","5-hydroxymethyl-2'-deoxyuridine","","x","x"
"hm5dUMP__m","5-hydroxymethyl-2'-deoxyuridine monophosphate","","x","x"
"hm5hydantoin_dRibose__m","2'-deoxy-3'-(5-hydroxy-5-methyl-hydantoin)-ribose","","x","x"
"hm5hydantoin_dRiboseMP__m","2'-deoxy-3'-(5-hydroxy-5-methyl-hydantoin)-ribose monophosphate","","x","x"
"ho5dC__m","5-Hydroxy-2'-deoxycytidine","","x","x"
"ho5dCMP__m","5-Hydroxy-2'-deoxycytidine monophosphate","","x","x"
"ho5dU__m","5-hydroxy-2'-deoxyuridine","","x","x"
"ho5dUMP__m","5-hydroxy-2'-deoxyuridine monophosphate","","x","x"
"ho5ho6dT__m","5-hydroxy-6-hydroxy-2'-deoxythymidine","","x","x"
"ho5ho6dTMP__m","5-hydroxy-6-hydroxy-2'-deoxythymidine monophosphate","","x","x"
"ho5ho6dU__m","5-hydroxy-6-hydroxy-2'-deoxyuridine","","x","x"
"ho5ho6dUMP__m","5-hydroxy-6-hydroxy-2'-deoxyuridine monophosphate","","x","x"
"ho5hydantoin_dRibose__m","2'-deoxy-3'-(5-hydroxyhydantoin)-ribose","","x","x"
"ho5hydantoin_dRiboseMP__m","2'-deoxy-3'-(5-hydroxyhydantoin)-ribose monophosphate","","x","x"
"HPHPYR__m","3-(4-Hydroxyphenyl)pyruvate","","x","x"
"hydride__m","hydride","","x","x"
"hydroxyl_radical__m","hydroxyl radical","","x","x"
"HYXN__m","hypoxanthine","","x","x"
"IDP__m","IDP","","x","x"
"ILE__m","L-Isoleucine","","x","x"
"IleIle__m","L-isoleucyl-L-isoleucine","","x","x"
"IMP__m","IMP","","x","x"
"INOS__m","myo-inositol","","x","x"
"INS__m","inosine","","x","x"
"ITP__m","ITP","","x","x"
"K__m","potassium ion","","x","x"
"k2C__m","lysidine","","x","x"
"k2CMP__m","lysidine monophosphate","","x","x"
"LAC__m","D-lactate","","x","x"
"LEU__m","L-Leucine","","x","x"
"LeuLeu__m","L-leucyl-L-leucine","","x","x"
"LIPOATE__m","lipoate","","x","x"
"LIPOYLAMP__m","lipoyl-AMP","","x","x"
"LIPOYLLYS__m","N(6)-(lipoyl)lysine","","x","x"
"lomefloxacin__m","Lomefloxacin","","x","x"
"LYS__m","L-Lysine","","x","x"
"LysLys__m","L-lysyl-L-lysine","","x","x"
"m1dA__m","1-methyl-2'-deoxyadenosine","","x","x"
"m1dAMP__m","1-methyl-2'-deoxyadenosine monophosphate","","x","x"
"m1dG__m","1-methyl-2'-deoxyguanosine","","x","x"
"m1dGMP__m","1-methyl-2'-deoxyguanosine monophosphate","","x","x"
"m1G__m","1-methylguanosine","","x","x"
"m1GMP__m","1-methylguanosine monophosphate","","x","x"
"m2G__m","N(2)-methylguanosine","","x","x"
"m2GMP__m","N(2)-methylguanosine monophosphate","","x","x"
"m3dA__m","3-methyl-2'-deoxyadenosine","","x","x"
"m3dAMP__m","3-methyl-2'-deoxyadenosine monophosphate","","x","x"
"m3dC__m","3-methyl-2'-deoxycytidine","","x","x"
"m3dCMP__m","3-methyl-2'-deoxycytidine monophosphate","","x","x"
"m3dG__m","3-methyl-2'-deoxyguanosine","","x","x"
"m3dGMP__m","3-methyl-2'-deoxyguanosine monophosphate","","x","x"
"m3dT__m","3'-methyl-2'-deoxythymidine","","x","x"
"m3dTMP__m","3'-methyl-2'-deoxythymidine monophosphate","","x","x"
"m4dC__m","4-methyl-2'-deoxycytidine","","x","x"
"m4dCMP__m","4-methyl-2'-deoxycytidine monophosphate","","x","x"
"m5C__m","5-methylcytidine","","x","x"
"m5CMP__m","5-methylcytidine monophosphate","","x","x"
"m5dC__m","5-methyl-2'-deoxycytidine","","x","x"
"m5dCMP__m","5-methyl-2'-deoxycytidine monophosphate","","x","x"
"m62A__m","N6,N6-dimethyladenosine","","x","x"
"m62AMP__m","N6,N6-dimethyladenosine monophosphate","","x","x"
"m6A__m","N(6)-methyladenine","","x","x"
"m6AMP__m","N(6)-methyladenine monophosphate","","x","x"
"m6dA__m","6-methyl-2'-deoxyadenosine","","x","x"
"m6dAMP__m","6-methyl-2'-deoxyadenosine monophosphate","","x","x"
"m7dA__m","7-methyl-2'-deoxyadenosine","","x","x"
"m7dAMP__m","7-methyl-2'-deoxyadenosine monophosphate","","x","x"
"m7dG__m","7-methyl-2'-deoxyguanosine","","x","x"
"m7dGMP__m","7-methyl-2'-deoxyguanosine monophosphate","","x","x"
"m7G__m","7-methylguanosine","","x","x"
"m7GMP__m","7-methylguanosine monophosphate","","x","x"
"m8dG__m","8-methyl-2'-deoxyguanosine","","x","x"
"m8dGMP__m","8-methyl-2'-deoxyguanosine monophosphate","","x","x"
"MAL__m","L-Malate","","x","x"
"MAN__m","D-Mannose","","x","x"
"MAN1P__m","D-Mannose 1-phosphate","","x","x"
"MAN6P__m","D-Mannose 6-phosphate","","x","x"
"MET__m","L-Methionine","","x","x"
"METHF__m","5,10-methyltetrahydrofolate","","x","x"
"methylRed__m","4′-dimethylaminoazobenzene-2-carboxylic acid","","x","x"
"METHYL_OCDCEA__m","methyl oleate","","x","x"
"MetMet__m","L-methionyl-L-methionine","","x","x"
"METSOXRL__m","L-Methionine-R-Sulfoxide","","x","x"
"METSOXSL__m","L-Methionine-S-Sulfoxide","","x","x"
"METTHF__m","5,10-Methylenetetrahydrofolate","","x","x"
"MG__m","magnesium ion","","x","x"
"MN__m","manganese ion","","x","x"
"MO__m","molybdenum ion","","x","x"
"MOBD__m","Molybdate","","x","x"
"MONOBUTYRIN__m","1-monobutyrin","","x","x"
"MOR__m","morpholine","","x","x"
"MTHF__m","5-Methyltetrahydrofolate","","x","x"
"n2dA__m","2-amino-2'-deoxyadenosine","","x","x"
"n2dAMP__m","2-amino-2'-deoxyadenosine monophosphate","","x","x"
"NA__m","sodium ion","","x","x"
"NAAD__m","nicotinic acid adenine dinucleotide","","x","x"
"NAC__m","nicotinate","","x","x"
"NAD__m","nicotinamide adenine dinucleotide, oxidized","","x","x"
"NADH__m","nicotinamide adenine dinucleotide, reduced","","x","x"
"NADP__m","nicotinamide adenine dinucleotide phosphate, oxidized","","x","x"
"NADPH__m","nicotinamide adenine dinucleotide phosphate, reduced","","x","x"
"NAMN__m","nicotinate/nicotinic acid mononucleotide","","x","x"
"NH3__m","ammonia","","x","x"
"NH4__m","ammonium","","x","x"
"NI__m","nickel","","x","x"
"nisin__m","nisin","","x","x"
"NMN__m","nicotinamide mononucleotide","","x","x"
"norfloxacin__m","Norfloxacin","","x","x"
"novobiocin__m","Novobiocin","","x","x"
"NR__m","Nicotinate D-ribonucleotide","","x","x"
"O2__m","oxygen","","x","x"
"O2edC__m","2'-O-ethyl-2'-deoxycytidine","","x","x"
"O2edCMP__m","2'-O-ethyl-2'-deoxycytidine monophosphate","","x","x"
"O2edT__m","2'-O-ethyl-2'-deoxythymidine","","x","x"
"O2edTMP__m","2'-O-ethyl-2'-deoxythymidine monophosphate","","x","x"
"O2mdC__m","2'-O-methyl-2'-deoxycytidine","","x","x"
"O2mdCMP__m","2'-O-methyl-2'-deoxycytidine monophosphate","","x","x"
"O2mdT__m","2'-O-methyl-2'-deoxythymidine","","x","x"
"O2mdTMP__m","2'-O-methyl-2'-deoxythymidine monophosphate","","x","x"
"O4edT__m","4'-O-ethyl-2'-deoxythymidine","","x","x"
"O4edTMP__m","4'-O-ethyl-2'-deoxythymidine monophosphate","","x","x"
"O4mdT__m","4'-O-methyl-2'-deoxythymidine","","x","x"
"O4mdTMP__m","4'-O-methyl-2'-deoxythymidine monophosphate","","x","x"
"O6edG__m","6'-O-ethyl-2'-deoxyguanosine","","x","x"
"O6edGMP__m","6'-O-ethyl-2'-deoxyguanosine monophosphate","","x","x"
"O6mdG__m","6'-O-methyl-2'-deoxyguanosine","","x","x"
"O6mdGMP__m","6'-O-methyl-2'-deoxyguanosine monophosphate","","x","x"
"OA__m","oxaloacetate","","x","x"
"OCDCA__m","octadecanoate (n-C18:0)","","x","x"
"OCDCEA__m","octadecenoate (n-C18:1)","","x","x"
"ODEC11GP__m","1-octadec-11-enoyl-sn-glycerol 3-phosphate","","x","x"
"ODECG3P__m","1-octadecanoyl-sn-glycerol 3-phosphate","","x","x"
"OH__m","hydoxide anion","","x","x"
"ORN__m","ornithine","","x","x"
"oxo2dA__m","2-hydroxy-2'-deoxyadenosine","","x","x"
"oxo2dAMP__m","2-hydroxy-2'-deoxyadenosine monophosphate","","x","x"
"oxo8dA__m","8-hydroxy-2'-deoxyadenosine","","x","x"
"oxo8dAMP__m","8-hydroxy-2'-deoxyadenosine monophosphate","","x","x"
"oxo8dG__m","8-Oxo-2'-deoxyguanosine; 8-hydroxy-2'-deoxyguanosine","","x","x"
"oxo8dGMP__m","8-Oxo-2'-deoxyguanosine monophosphate; 8-hydroxy-2'-deoxyguanosine monophosphate","","x","x"
"oxoethyl7dG__m","7-(2'-oxoethyl)-2'-deoxyguanosine","","x","x"
"oxoethyl7dGMP__m","7-(2'-oxoethyl)-2'-deoxyguanosine monophosphate","","x","x"
"PA120__m","1,2-didodecanoyl-sn-glycerol 3-phosphate","","x","x"
"PA140__m","1,2-ditetradecanoyl-sn-glycerol 3-phosphate","","x","x"
"PA141__m","1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate","","x","x"
"PA160__m","1,2-dihexadecanoyl-sn-glycerol 3-phosphate","","x","x"
"PA161__m","1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate","","x","x"
"PA180__m","1,2-dioctadecanoyl-sn-glycerol 3-phosphate","","x","x"
"PA181__m","1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate","","x","x"
"PAP__m","Adenosine 3',5'-bisphosphate","","x","x"
"pCHOL__m","phosphoryl-choline","","x","x"
"PDLA5P__m","Pyridoxamine 5'-phosphate","","x","x"
"PEP__m","phosphoenolpyruvate","","x","x"
"PG160__m","Phosphatidylglycerol (dihexadecanoyl, n-C16:0)","","x","x"
"PG161__m","Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)","","x","x"
"PG181__m","Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)","","x","x"
"PGP160__m","Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)","","x","x"
"PGP161__m","Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)","","x","x"
"PGP181__m","Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)","","x","x"
"PHE__m","L-phenylalanine","","x","x"
"PhePhe__m","L-phenylalanyl-L-phenylalanine","","x","x"
"PHPYR__m","phenylpyruvate","","x","x"
"PI__m","phosphate","","x","x"
"PL5P__m","Pyridoxal 5'-phosphate","","x","x"
"POE_SORBITAN__m","Polyoxyethylene (20) sorbitan","","x","x"
"PPAA__m","Phosphonoacetaldehyde","","x","x"
"PPGPP__m","Guanosine 3',5'-bis(diphosphate)","","x","x"
"PPHG__m","protoporphyrinogen IX","","x","x"
"PPI__m","diphosphate","","x","x"
"PPIX__m","protoporphyrin IX","","x","x"
"PRO__m","L-Proline","","x","x"
"proflavine__m","Proflavine","","x","x"
"ProPro__m","L-prolyl-L-proline","","x","x"
"PRPP__m","5-Phospho-alpha-D-ribose 1-diphosphate","","x","x"
"pSER__m","phosphoserine","","x","x"
"PSIURI__m","pseudouridine","","x","x"
"PSIURIMP__m","pseudouridine monophoshate","","x","x"
"pTHR__m","phosphothreonine","","x","x"
"PTRC__m","putrescine","","x","x"
"pTYR__m","Phosphotyrosine","","x","x"
"putdT__m","alpha-putrescinyl-2'-deoxythymidine","","x","x"
"putdTMP__m","alpha-putrescinyl-2'-deoxythymidine monophosphate","","x","x"
"PYDX__m","Pyridoxal","","x","x"
"PYR__m","pyruvate","","x","x"
"R1P__m","alpha-D-Ribose 1-phosphate","","x","x"
"R5P__m","alpha-D-Ribose 5-phosphate","","x","x"
"RBFLVRD__m","riboflavin, reduced","","x","x"
"rhodamine6G__m","Rhodamine 6G","","x","x"
"RIB__m","D-ribose","","x","x"
"RIBFLV__m","riboflavin, oxidized","","x","x"
"RL5P__m","D-Ribulose 5-phosphate","","x","x"
"s2U__m","2-thiouridine","","x","x"
"s2UMP__m","2-thiouridine monophosphate","","x","x"
"s4U__m","4-thiouridine","","x","x"
"s4UMP__m","4-thiouridine monophosphate","","x","x"
"S7P__m","D-sedoheptulose-7-phosphate","","x","x"
"SALA__m","3-Sulfino-L-alanine","","x","x"
"SBT__m","D-Sorbitol","","x","x"
"SBT6P__m","D-Sorbitol 6-phosphate","","x","x"
"SER__m","L-Serine","","x","x"
"SerSer__m","L-seryl-L-serine","","x","x"
"SNGLYP__m","sn-glycerol-1-phosphate","","x","x"
"SO2__m","sulfur dioxide","","x","x"
"SO4__m","sulphate","","x","x"
"SPMD__m","spermidine","","x","x"
"STEROL__m","cholesterol","","x","x"
"T3P1__m","D-glyceraldehdye-3-phosphate","","x","x"
